species_class_id,common_name,query_used,scientific_name,kingdom,phylum,class,order,family,genus,match,n_vernacular,in_tol_species,in_tol_genus,in_tol_family,in_tol_common
737,Golden-crowned Sparrow,Golden-crowned Sparrow,Zonotrichia atricapilla,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,vernacular_exact,61,True,True,True,True
79,Golden-fronted Woodpecker,Golden-fronted Woodpecker,Melanerpes aurifrons,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,vernacular_exact,55,True,True,True,True
275,Gray Catbird,Gray Catbird,Dumetella carolinensis,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,vernacular_exact,114,True,True,True,True
257,Gray Jay,Gray Jay,Perisoreus canadensis,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,vernacular_exact,94,True,True,True,True
255,Gray-crowned Rosy-Finch,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,vernacular_exact,61,True,True,True,True
244,Great Black-backed Gull,Great Black-backed Gull,Larus marinus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,vernacular_exact,197,True,True,True,True
58,Great Blue Heron,Great Blue Heron,Ardea herodias,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,vernacular_exact,122,True,True,True,True
170,Great Cormorant,Great Cormorant,Phalacrocorax carbo,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,vernacular_exact,291,True,True,True,True
684,Great Crested Flycatcher,Great Crested Flycatcher,Myiarchus crinitus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,vernacular_exact,71,True,True,True,True
71,Great Egret,Great Egret,Ardea alba,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,vernacular_exact,148,True,True,True,True
111,Great Horned Owl,Great Horned Owl,Bubo virginianus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,vernacular_exact,117,True,True,True,True
578,Great-tailed Grackle,Great-tailed Grackle,Quiscalus mexicanus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,vernacular_exact,85,True,True,True,True
197,Greater Roadrunner,Greater Roadrunner,Geococcyx californianus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,vernacular_exact,72,True,True,True,True
168,Greater Scaup,Greater Scaup,Aythya marila,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,vernacular_exact,238,True,True,True,True
27,Greater White-fronted Goose,Greater White-fronted Goose,Anser albifrons,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,vernacular_exact,226,True,True,True,True
65,Greater Yellowlegs,Greater Yellowlegs,Tringa melanoleuca,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,vernacular_exact,153,True,True,True,True
160,Green Heron,Green Heron,Butorides virescens,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,vernacular_exact,153,True,True,True,True
252,Green-tailed Towhee,Green-tailed Towhee,Pipilo chlorurus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,vernacular_exact,60,True,True,True,True
147,Green-winged Teal,Anas carolinensis,Anas carolinensis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,vernacular_exact,85,True,True,True,True
206,Hairy Woodpecker,Hairy Woodpecker,Leuconotopicus villosus,Animalia,Chordata,Aves,Piciformes,Picidae,Leuconotopicus,vernacular_exact,49,True,True,True,True
181,Harlequin Duck,Harlequin Duck,Histrionicus histrionicus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,vernacular_exact,138,True,True,True,True
166,Harris's Hawk,Harris's Hawk,Parabuteo unicinctus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,vernacular_exact,74,True,True,True,False
722,Harris's Sparrow,Harris's Sparrow,Zonotrichia querula,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,vernacular_exact,62,True,True,True,False
232,Heermann's Gull,Heermann's Gull,Larus heermanni,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,vernacular_exact,70,True,True,True,True
588,Hermit Thrush,Hermit Thrush,Catharus guttatus,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,vernacular_exact,100,True,True,True,True
724,Hermit Warbler,Hermit Warbler,Setophaga occidentalis,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,48,True,True,True,True
242,Herring Gull,Herring Gull,Larus argentatus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,vernacular_exact,242,True,True,True,True
685,Hoary Redpoll,Acanthis hornemanni,Acanthis hornemanni,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,vernacular_exact,45,True,True,True,True
225,Hooded Merganser,Hooded Merganser,Lophodytes cucullatus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,vernacular_exact,111,True,True,True,True
719,Hooded Oriole,Hooded Oriole,Icterus cucullatus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,vernacular_exact,59,True,True,True,True
405,Hooded Warbler,Hooded Warbler,Setophaga citrina,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,70,True,True,True,True
84,Horned Grebe,Horned Grebe,Podiceps auritus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,vernacular_exact,204,True,True,True,True
432,Horned Lark,Horned Lark,Eremophila alpestris,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,vernacular_exact,217,True,True,True,False
419,House Finch,House Finch,Haemorhous mexicanus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,vernacular_exact,70,True,True,True,True
445,House Sparrow,House Sparrow,Passer domesticus,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,vernacular_exact,300,True,True,True,True
572,House Wren,House Wren,Troglodytes aedon,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,vernacular_exact,98,True,True,True,False
689,Hutton's Vireo,Hutton's Vireo,Vireo huttoni,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,51,True,True,True,True
196,Inca Dove,Inca Dove,Columbina inca,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,vernacular_exact,69,True,True,True,True
706,Indigo Bunting,Indigo Bunting,Passerina cyanea,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,vernacular_exact,114,True,True,True,True
692,Juniper Titmouse,Juniper Titmouse,Baeolophus ridgwayi,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,vernacular_exact,47,True,True,True,True
30,Killdeer,Killdeer,Charadrius vociferus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vernacular_exact,147,True,True,True,True
164,Ladder-backed Woodpecker,Ladder-backed Woodpecker,Dryobates scalaris,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,vernacular_exact,39,True,True,True,True
576,Lark Bunting,Lark Bunting,Calamospiza melanocorys,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Calamospiza,vernacular_exact,61,True,True,True,True
567,Lark Sparrow,Lark Sparrow,Chondestes grammacus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chondestes,vernacular_exact,77,True,True,True,True
218,Laughing Gull,Laughing Gull,Leucophaeus atricilla,Animalia,Chordata,Aves,Charadriiformes,Laridae,Leucophaeus,vernacular_exact,126,True,True,True,True
687,Lazuli Bunting,Lazuli Bunting,Passerina amoena,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,vernacular_exact,65,True,True,True,True
281,Least Flycatcher,Least Flycatcher,Empidonax minimus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,vernacular_exact,74,True,True,True,True
126,Least Sandpiper,Least Sandpiper,Calidris minutilla,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,vernacular_exact,127,True,True,True,True
715,Lesser Goldfinch,Lesser Goldfinch,Spinus psaltria,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,vernacular_exact,57,True,True,True,True
174,Lesser Scaup,Lesser Scaup,Aythya affinis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,vernacular_exact,138,True,True,True,True
78,Lesser Yellowlegs,Lesser Yellowlegs,Tringa flavipes,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,vernacular_exact,169,True,True,True,True
694,Lincoln's Sparrow,Lincoln's Sparrow,Melospiza lincolnii,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,vernacular_exact,81,True,True,True,True
99,Little Blue Heron,Little Blue Heron,Egretta caerulea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,vernacular_exact,113,True,True,True,True
383,Loggerhead Shrike,Loggerhead Shrike,Lanius ludovicianus,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,vernacular_exact,69,True,True,True,False
86,Long-billed Curlew,Long-billed Curlew,Numenius americanus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,vernacular_exact,74,True,True,True,True
203,Long-tailed Duck,Long-tailed Duck,Clangula hyemalis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,vernacular_exact,210,True,True,True,True
253,Louisiana Waterthrush,Louisiana Waterthrush,Parkesia motacilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,vernacular_exact,72,True,True,True,True
305,MacGillivray's Warbler,MacGillivray's Warbler,Geothlypis tolmiei,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,vernacular_exact,53,True,True,True,True
430,Magnolia Warbler,Magnolia Warbler,Setophaga magnolia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,74,True,True,True,True
102,Mallard,Mallard,Anas platyrhynchos,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,vernacular_exact,362,True,True,True,True
91,Marbled Godwit,Marbled Godwit,Limosa fedoa,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,vernacular_exact,84,True,True,True,True
731,Marsh Wren,Marsh Wren,Cistothorus palustris,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,vernacular_exact,75,True,True,True,True
136,Merlin,Merlin,Falco columbarius,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,vernacular_exact,245,True,True,True,True
237,Mew Gull,Mew Gull,Larus canus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,vernacular_exact,217,True,True,True,False
415,Mexican Jay,Aphelocoma wollweberi,Aphelocoma wollweberi,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,vernacular_exact,52,True,True,True,True
93,Mississippi Kite,Mississippi Kite,Ictinia mississippiensis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,vernacular_exact,31,True,True,True,True
138,Monk Parakeet,Monk Parakeet,Myiopsitta monachus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,vernacular_exact,107,True,True,True,True
109,Mottled Duck,Mottled Duck,Anas fulvigula,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,vernacular_exact,69,True,True,True,True
304,Mountain Bluebird,Mountain Bluebird,Sialia currucoides,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,vernacular_exact,70,True,True,True,True
303,Mountain Chickadee,Mountain Chickadee,Poecile gambeli,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,vernacular_exact,53,True,True,True,True
171,Mourning Dove,Mourning Dove,Zenaida macroura,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,vernacular_exact,114,True,True,True,True
308,Mourning Warbler,Mourning Warbler,Geothlypis philadelphia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,vernacular_exact,67,True,True,True,True
60,Mute Swan,Mute Swan,Cygnus olor,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,vernacular_exact,201,True,True,True,True
293,Nashville Warbler,Nashville Warbler,Leiothlypis ruficapilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,vernacular_exact,62,True,True,True,True
104,Neotropic Cormorant,Neotropic Cormorant,Phalacrocorax brasilianus,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,vernacular_exact,27,True,True,True,True
131,Northern Bobwhite,Northern Bobwhite,Colinus virginianus,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,vernacular_exact,118,True,True,True,False
310,Northern Cardinal,Northern Cardinal,Cardinalis cardinalis,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,vernacular_exact,116,True,True,True,True
216,Northern Flicker,Northern Flicker,Colaptes auratus,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,vernacular_exact,105,True,True,True,True
44,Northern Gannet,Northern Gannet,Morus bassanus,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,vernacular_exact,204,True,True,True,True
120,Northern Harrier,Northern Harrier,Circus cyaneus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,vernacular_exact,254,True,True,True,True
389,Northern Mockingbird,Northern Mockingbird,Mimus polyglottos,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,vernacular_exact,103,True,True,True,True
423,Northern Parula,Northern Parula,Setophaga americana,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,95,True,True,True,True
130,Northern Pintail,Northern Pintail,Anas acuta,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,vernacular_exact,295,True,True,True,True
163,Northern Pygmy-Owl,Northern Pygmy-Owl,Glaucidium gnoma,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,vernacular_exact,74,True,True,True,False
421,Northern Rough-winged Swallow,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,vernacular_exact,84,True,True,True,True
226,Northern Saw-whet Owl,Northern Saw-whet Owl,Aegolius acadicus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,vernacular_exact,72,True,True,True,True
128,Northern Shoveler,Northern Shoveler,Spatula clypeata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Spatula,vernacular_exact,215,True,True,True,True
682,Northern Shrike,Lanius borealis,Lanius borealis,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,vernacular_exact,66,True,True,True,True
260,Northern Waterthrush,Northern Waterthrush,Parkesia noveboracensis,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,vernacular_exact,101,True,True,True,True
695,Northwestern Crow,Northwestern Crow,Corvus caurinus,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,vernacular_exact,9,True,True,True,True
177,Nuttall's Woodpecker,Nuttall's Woodpecker,Dryobates nuttallii,Animalia,Chordata,Aves,Piciformes,Picidae,Dryobates,vernacular_exact,41,True,True,True,True
587,Oak Titmouse,Oak Titmouse,Baeolophus inornatus,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,vernacular_exact,57,True,True,True,True
289,Orange-crowned Warbler,Orange-crowned Warbler,Leiothlypis celata,Animalia,Chordata,Aves,Passeriformes,Parulidae,Leiothlypis,vernacular_exact,52,True,True,True,True
704,Orchard Oriole,Orchard Oriole,Icterus spurius,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,vernacular_exact,79,True,True,True,False
53,Osprey,Osprey,Pandion haliaetus,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,vernacular_exact,288,True,True,True,True
251,Ovenbird,Ovenbird,Seiurus aurocapilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus,vernacular_exact,78,True,True,True,True
132,Pacific Loon,Pacific Loon,Gavia pacifica,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,vernacular_exact,85,True,True,True,False
593,Pacific Wren,Pacific Wren,Troglodytes pacificus,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,vernacular_exact,40,True,True,True,True
300,Pacific-slope Flycatcher,Pacific-slope Flycatcher,Empidonax difficilis,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,vernacular_exact,79,True,True,True,True
723,Painted Bunting,Painted Bunting,Passerina ciris,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,vernacular_exact,76,True,True,True,True
598,Palm Warbler,Palm Warbler,Setophaga palmarum,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,66,True,True,True,True
195,Pelagic Cormorant,Pelagic Cormorant,Phalacrocorax pelagicus,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,vernacular_exact,19,True,True,True,True
176,Peregrine Falcon,Peregrine Falcon,Falco peregrinus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,vernacular_exact,295,True,True,True,False
441,Phainopepla,Phainopepla,Phainopepla nitens,Animalia,Chordata,Aves,Passeriformes,Ptilogonatidae,Phainopepla,vernacular_exact,58,True,True,True,True
49,Pied-billed Grebe,Pied-billed Grebe,Podilymbus podiceps,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,vernacular_exact,132,True,True,True,True
190,Pigeon Guillemot,Pigeon Guillemot,Cepphus columba,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,vernacular_exact,62,True,True,True,True
230,Pileated Woodpecker,Pileated Woodpecker,Dryocopus pileatus,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,vernacular_exact,70,True,True,True,True
294,Pine Grosbeak,Pine Grosbeak,Pinicola enucleator,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,vernacular_exact,120,True,True,True,True
703,Pine Siskin,Pine Siskin,Spinus pinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,vernacular_exact,54,True,True,True,True
688,Pine Warbler,Pine Warbler,Setophaga pinus,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,61,True,True,True,True
414,Plumbeous Vireo,Plumbeous Vireo,Vireo plumbeus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,52,True,True,True,True
211,Prairie Falcon,Prairie Falcon,Falco mexicanus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,vernacular_exact,55,True,True,True,True
709,Prairie Warbler,Prairie Warbler,Setophaga discolor,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,vernacular_exact,61,True,True,True,True
276,Prothonotary Warbler,Prothonotary Warbler,Protonotaria citrea,Animalia,Chordata,Aves,Passeriformes,Parulidae,Protonotaria,vernacular_exact,74,True,True,True,True
311,Purple Finch,Purple Finch,Haemorhous purpureus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,vernacular_exact,56,True,True,True,True
61,Purple Gallinule,Porphyrio martinica,Porphyrio martinica,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,vernacular_exact,92,True,True,True,True
264,Purple Martin,Purple Martin,Progne subis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,vernacular_exact,99,True,True,True,True
579,Pygmy Nuthatch,Pygmy Nuthatch,Sitta pygmaea,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,vernacular_exact,59,True,True,True,True
411,Pyrrhuloxia,Pyrrhuloxia,Cardinalis sinuatus,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,vernacular_exact,45,True,True,True,True
444,Red Crossbill,Red Crossbill,Loxia curvirostra,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,vernacular_exact,181,True,True,True,True
95,Red-bellied Woodpecker,Red-bellied Woodpecker,Melanerpes carolinus,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,vernacular_exact,60,True,True,True,True
235,Red-breasted Merganser,Red-breasted Merganser,Mergus serrator,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,vernacular_exact,224,True,True,True,True
284,Red-breasted Nuthatch,Red-breasted Nuthatch,Sitta canadensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,vernacular_exact,87,True,True,True,True
150,Red-breasted Sapsucker,Red-breasted Sapsucker,Sphyrapicus ruber,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,vernacular_exact,52,True,True,True,True
733,Red-eyed Vireo,Red-eyed Vireo,Vireo olivaceus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,vernacular_exact,112,True,True,True,True
31,Red-headed Woodpecker,Red-headed Woodpecker,Melanerpes erythrocephalus,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,vernacular_exact,63,True,True,True,True
124,Red-naped Sapsucker,Red-naped Sapsucker,Sphyrapicus nuchalis,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,vernacular_exact,51,True,True,True,True
118,Red-necked Grebe,Red-necked Grebe,Podiceps grisegena,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,vernacular_exact,202,True,True,True,True
175,Red-shouldered Hawk,Red-shouldered Hawk,Buteo lineatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,vernacular_exact,83,True,True,True,True
210,Red-tailed Hawk,Red-tailed Hawk,Buteo jamaicensis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,vernacular_exact,119,True,True,True,True
74,Red-throated Loon,Red-throated Loon,Gavia stellata,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,vernacular_exact,231,True,True,True,False
268,Red-winged Blackbird,Red-winged Blackbird,Agelaius phoeniceus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,vernacular_exact,94,True,True,True,True
127,Reddish Egret,Reddish Egret,Egretta rufescens,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,vernacular_exact,83,True,True,True,True
159,Redhead,Aythya americana,Aythya americana,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,vernacular_exact,101,True,True,True,True
240,Ring-billed Gull,Ring-billed Gull,Larus delawarensis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,vernacular_exact,146,True,True,True,True
161,Ring-necked Duck,Ring-necked Duck,Aythya collaris,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,vernacular_exact,148,True,True,True,True
169,Ring-necked Pheasant,Ring-necked Pheasant,Phasianus colchicus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,vernacular_exact,208,True,True,True,True
45,Rock Pigeon,Rock Pigeon,Columba livia,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,vernacular_exact,288,True,True,True,True
427,Rose-breasted Grosbeak,Rose-breasted Grosbeak,Pheucticus ludovicianus,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,vernacular_exact,135,True,True,True,True
233,Roseate Spoonbill,Roseate Spoonbill,Platalea ajaja,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,vernacular_exact,82,True,True,True,True
36,Ross's Goose,Ross's Goose,Anser rossii,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,vernacular_exact,88,True,True,True,True
224,Rough-legged Hawk,Rough-legged Hawk,Buteo lagopus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,vernacular_exact,209,True,True,True,True
249,Royal Tern,Royal Tern,Thalasseus maximus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,vernacular_exact,81,True,True,True,True
595,Ruby-crowned Kinglet,Ruby-crowned Kinglet,Regulus calendula,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,vernacular_exact,17,True,True,True,True
107,Ruby-throated Hummingbird,Ruby-throated Hummingbird,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,vernacular_exact,83,True,True,True,True
238,Ruddy Duck,Ruddy Duck,Oxyura jamaicensis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,vernacular_exact,166,True,True,True,True
97,Ruddy Turnstone,Ruddy Turnstone,Arenaria interpres,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,vernacular_exact,278,True,True,True,True
193,Ruffed Grouse,Ruffed Grouse,Bonasa umbellus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,vernacular_exact,62,True,True,True,True
213,Rufous Hummingbird,Rufous Hummingbird,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,vernacular_exact,64,True,True,True,True
273,Rufous-crowned Sparrow,Rufous-crowned Sparrow,Aimophila ruficeps,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Aimophila,vernacular_exact,55,True,True,True,True
404,Rusty Blackbird,Rusty Blackbird,Euphagus carolinus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,vernacular_exact,77,True,True,True,True
114,Sanderling,Sanderling,Calidris alba,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,vernacular_exact,215,True,True,True,True
204,Sandhill Crane,Sandhill Crane,Grus canadensis,Animalia,Chordata,Aves,Gruiformes,Gruidae,Grus,vernacular_exact,33,True,True,True,True
583,Savannah Sparrow,Savannah Sparrow,Passerculus sandwichensis,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,vernacular_exact,93,True,True,True,False
562,Say's Phoebe,Say's Phoebe,Sayornis saya,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,vernacular_exact,67,True,True,True,True
43,Scaled Quail,Scaled Quail,Callipepla squamata,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,vernacular_exact,58,True,True,True,True
274,Scarlet Tanager,Scarlet Tanager,Piranga olivacea,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,vernacular_exact,95,True,True,True,True
741,Scissor-tailed Flycatcher,Scissor-tailed Flycatcher,Tyrannus forficatus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,vernacular_exact,75,True,True,True,True
26,Semipalmated Plover,Semipalmated Plover,Charadrius semipalmatus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vernacular_exact,133,True,True,True,True
117,Semipalmated Sandpiper,Semipalmated Sandpiper,Calidris pusilla,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,vernacular_exact,153,True,True,True,True
135,Sharp-shinned Hawk,Sharp-shinned Hawk,Accipiter striatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,vernacular_exact,108,True,True,True,True
146,Short-billed Dowitcher,Short-billed Dowitcher,Limnodromus griseus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,vernacular_exact,161,True,True,True,True
442,Snow Bunting,Snow Bunting,Plectrophenax nivalis,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax,vernacular_exact,177,True,True,True,True
33,Snow Goose,Snow Goose,Anser caerulescens,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,vernacular_exact,90,True,True,True,True
85,Snowy Egret,Snowy Egret,Egretta thula,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,vernacular_exact,131,True,True,True,True
140,Snowy Owl,Snowy Owl,Bubo scandiacus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,vernacular_exact,111,True,True,True,True
59,Solitary Sandpiper,Solitary Sandpiper,Tringa solitaria,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,vernacular_exact,124,True,True,True,True
