class_id,leaf_name,base_name,species_name,order_name,variant_raw,phrase,sex,age,season,morph,form,female_side,male_only,n_train,n_test
605,Western Gull (Immature),Western Gull,Western Gull,"Gulls, Terns, and Allies",Immature,immature,,immature,,,,False,False,28,26
606,California Gull (Immature),California Gull,California Gull,"Gulls, Terns, and Allies",Immature,immature,,immature,,,,False,False,29,25
607,Herring Gull (Immature),Herring Gull,Herring Gull,"Gulls, Terns, and Allies",Immature,immature,,immature,,,,False,False,57,44
608,Glaucous-winged Gull (Immature),Glaucous-winged Gull,Glaucous-winged Gull,"Gulls, Terns, and Allies",Immature,immature,,immature,,,,False,False,27,22
609,Great Black-backed Gull (Immature),Great Black-backed Gull,Great Black-backed Gull,"Gulls, Terns, and Allies",Immature,immature,,immature,,,,False,False,31,32
610,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,"Ducks, Geese, and Swans",,,,,,,,False,False,31,20
611,Snow Goose (Blue morph),Snow Goose,Snow Goose,"Ducks, Geese, and Swans",Blue morph,blue morph,,,,blue,,False,False,21,28
612,Ross's Goose,Ross's Goose,Ross's Goose,"Ducks, Geese, and Swans",,,,,,,,False,False,23,23
613,Wood Duck (Female/Eclipse male),Wood Duck,Wood Duck,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,50,46
614,Gadwall (Female/Eclipse male),Gadwall,Gadwall,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,20,19
615,American Wigeon (Female/Eclipse male),American Wigeon,American Wigeon,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,22,19
616,Mallard (Female/Eclipse male),Mallard,Mallard,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,58,60
617,Blue-winged Teal (Female/juvenile),Blue-winged Teal,Blue-winged Teal,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,16,17
618,Cinnamon Teal (Female/juvenile),Cinnamon Teal,Cinnamon Teal,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,12,20
619,Northern Shoveler (Female/Eclipse male),Northern Shoveler,Northern Shoveler,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,39,40
620,Northern Pintail (Female/Eclipse male),Northern Pintail,Northern Pintail,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,23,24
621,Green-winged Teal (Female/juvenile),Green-winged Teal,Green-winged Teal,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,17,30
622,Canvasback (Female/Eclipse male),Canvasback,Canvasback,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,12,29
623,Redhead (Female/Eclipse male),Redhead,Redhead,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,17,17
624,Ring-necked Duck (Female/Eclipse male),Ring-necked Duck,Ring-necked Duck,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,26,24
625,Greater Scaup (Female/Eclipse male),Greater Scaup,Greater Scaup,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,9,30
626,Lesser Scaup (Female/Eclipse male),Lesser Scaup,Lesser Scaup,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,27,35
627,Harlequin Duck (Female/juvenile),Harlequin Duck,Harlequin Duck,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,5,22
628,Surf Scoter (Female/immature),Surf Scoter,Surf Scoter,"Ducks, Geese, and Swans",Female/immature,female or immature,female,immature,,,,True,False,20,24
629,White-winged Scoter (Female/juvenile),White-winged Scoter,White-winged Scoter,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,18,30
630,Black Scoter (Female/juvenile),Black Scoter,Black Scoter,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,18,22
631,Bufflehead (Female/immature male),Bufflehead,Bufflehead,"Ducks, Geese, and Swans",Female/immature male,female or immature male,female/male,immature,,,,True,False,32,33
632,Common Goldeneye (Female/Eclipse male),Common Goldeneye,Common Goldeneye,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,25,33
633,Barrow's Goldeneye (Female/Eclipse male),Barrow's Goldeneye,Barrow's Goldeneye,"Ducks, Geese, and Swans",Female/Eclipse male,female or eclipse male,female/male,,eclipse,,,True,False,7,25
634,Hooded Merganser (Female/immature male),Hooded Merganser,Hooded Merganser,"Ducks, Geese, and Swans",Female/immature male,female or immature male,female/male,immature,,,,True,False,33,33
635,Common Merganser (Female/immature male),Common Merganser,Common Merganser,"Ducks, Geese, and Swans",Female/immature male,female or immature male,female/male,immature,,,,True,False,45,42
636,Red-breasted Merganser (Female/immature male),Red-breasted Merganser,Red-breasted Merganser,"Ducks, Geese, and Swans",Female/immature male,female or immature male,female/male,immature,,,,True,False,34,44
637,California Quail (Female/juvenile),California Quail,California Quail,"Grouse, Quail, and Allies",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,29,22
638,Gambel's Quail (Female/juvenile),Gambel's Quail,Gambel's Quail,"Grouse, Quail, and Allies",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,19,17
639,Ring-necked Pheasant (Female/juvenile),Ring-necked Pheasant,Ring-necked Pheasant,"Grouse, Quail, and Allies",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,18,14
640,Red-throated Loon (Nonbreeding/juvenile),Red-throated Loon,Red-throated Loon,Loons,Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,47,47
641,Pacific Loon (Nonbreeding/juvenile),Pacific Loon,Pacific Loon,Loons,Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,27,27
642,Common Loon (Nonbreeding/juvenile),Common Loon,Common Loon,Loons,Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,60,60
643,Horned Grebe (Nonbreeding/juvenile),Horned Grebe,Horned Grebe,Grebes,Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,60,60
644,Red-necked Grebe (Nonbreeding/juvenile),Red-necked Grebe,Red-necked Grebe,Grebes,Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,31,31
645,Eared Grebe (Nonbreeding/juvenile),Eared Grebe,Eared Grebe,Grebes,Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,26,38
646,Northern Gannet (Immature/Juvenile),Northern Gannet,Northern Gannet,"Frigatebirds, Boobies, Cormorants, Darters, and Allies",Immature/Juvenile,immature or juvenile,,immature/juvenile,,,,False,False,19,20
647,Double-crested Cormorant (Adult),Double-crested Cormorant,Double-crested Cormorant,"Frigatebirds, Boobies, Cormorants, Darters, and Allies",Adult,adult,,adult,,,,False,False,47,54
648,Great Cormorant (Immature),Great Cormorant,Great Cormorant,"Frigatebirds, Boobies, Cormorants, Darters, and Allies",Immature,immature,,immature,,,,False,False,18,24
649,Little Blue Heron (Immature),Little Blue Heron,Little Blue Heron,"Pelicans, Herons, Ibises, and Allies",Immature,immature,,immature,,,,False,False,50,37
650,Reddish Egret (White morph),Reddish Egret,Reddish Egret,"Pelicans, Herons, Ibises, and Allies",White morph,white morph,,,,white,,False,False,23,23
651,Black-crowned Night-Heron (Immature),Black-crowned Night-Heron,Black-crowned Night-Heron,"Pelicans, Herons, Ibises, and Allies",Immature,immature,,immature,,,,False,False,45,54
652,Yellow-crowned Night-Heron (Immature),Yellow-crowned Night-Heron,Yellow-crowned Night-Heron,"Pelicans, Herons, Ibises, and Allies",Immature,immature,,immature,,,,False,False,43,39
653,White Ibis (Immature),White Ibis,White Ibis,"Pelicans, Herons, Ibises, and Allies",Immature,immature,,immature,,,,False,False,30,33
654,"Bald Eagle (Immature, juvenile)",Bald Eagle,Bald Eagle,"Hawks, Kites, Eagles, and Allies","Immature, juvenile",immature or juvenile,,immature/juvenile,,,,False,False,60,43
655,"Northern Harrier (Female, immature)",Northern Harrier,Northern Harrier,"Hawks, Kites, Eagles, and Allies","Female, immature",female or immature,female,immature,,,,True,False,60,60
656,Sharp-shinned Hawk (Immature),Sharp-shinned Hawk,Sharp-shinned Hawk,"Hawks, Kites, Eagles, and Allies",Immature,immature,,immature,,,,False,False,51,58
657,Cooper's Hawk (Immature),Cooper's Hawk,Cooper's Hawk,"Hawks, Kites, Eagles, and Allies",Immature,immature,,immature,,,,False,False,60,60
658,Red-shouldered Hawk (Immature),Red-shouldered Hawk,Red-shouldered Hawk,"Hawks, Kites, Eagles, and Allies",Immature,immature,,immature,,,,False,False,43,38
659,Broad-winged Hawk (Immature),Broad-winged Hawk,Broad-winged Hawk,"Hawks, Kites, Eagles, and Allies",Immature,immature,,immature,,,,False,False,18,29
660,Rough-legged Hawk (Light morph),Rough-legged Hawk,Rough-legged Hawk,"Hawks, Kites, Eagles, and Allies",Light morph,light morph,,,,light,,False,False,46,40
661,Golden Eagle (Immature),Golden Eagle,Golden Eagle,"Hawks, Kites, Eagles, and Allies",Immature,immature,,immature,,,,False,False,26,30
662,"American Kestrel (Female, immature)",American Kestrel,American Kestrel,Caracaras and Falcons,"Female, immature",female or immature,female,immature,,,,True,False,55,55
663,Peregrine Falcon (Immature),Peregrine Falcon,Peregrine Falcon,Caracaras and Falcons,Immature,immature,,immature,,,,False,False,22,31
664,Purple Gallinule (Immature),Purple Gallinule,Purple Gallinule,Cranes and Rails,Immature,immature,,immature,,,,False,False,10,11
665,Common Gallinule (Immature),Common Gallinule,Common Gallinule,Cranes and Rails,Immature,immature,,immature,,,,False,False,16,15
666,Black-bellied Plover (Nonbreeding/juvenile),Black-bellied Plover,Black-bellied Plover,"Plovers, Sandpipers, and Allies",Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,41,42
667,Spotted Sandpiper (Nonbreeding/juvenile),Spotted Sandpiper,Spotted Sandpiper,"Plovers, Sandpipers, and Allies",Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,51,47
668,Sanderling (Nonbreeding/juvenile),Sanderling,Sanderling,"Plovers, Sandpipers, and Allies",Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,46,49
669,Dunlin (Nonbreeding/juvenile),Dunlin,Dunlin,"Plovers, Sandpipers, and Allies",Nonbreeding/juvenile,nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,60,58
670,"Wilson's Phalarope (Nonbreeding, juvenile)",Wilson's Phalarope,Wilson's Phalarope,"Plovers, Sandpipers, and Allies","Nonbreeding, juvenile",nonbreeding or juvenile,,juvenile,nonbreeding,,,False,False,31,28
671,"Broad-billed Hummingbird (Female, immature)",Broad-billed Hummingbird,Broad-billed Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,20,22
672,"Ruby-throated Hummingbird (Female, immature)",Ruby-throated Hummingbird,Ruby-throated Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,60,60
673,"Black-chinned Hummingbird (Female, immature)",Black-chinned Hummingbird,Black-chinned Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,60,59
674,"Anna's Hummingbird (Female, immature)",Anna's Hummingbird,Anna's Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,57,52
675,"Costa's Hummingbird (Female, immature)",Costa's Hummingbird,Costa's Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,21,21
676,"Calliope Hummingbird (Female, immature)",Calliope Hummingbird,Calliope Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,60,48
677,"Broad-tailed Hummingbird (Female, immature)",Broad-tailed Hummingbird,Broad-tailed Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,27,29
678,"Rufous Hummingbird (Female, immature)",Rufous Hummingbird,Rufous Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,33,37
679,"Allen's Hummingbird (Female, immature)",Allen's Hummingbird,Allen's Hummingbird,Swifts and Hummingbirds,"Female, immature",female or immature,female,immature,,,,True,False,29,41
680,Red-headed Woodpecker (Immature),Red-headed Woodpecker,Red-headed Woodpecker,Woodpeckers,Immature,immature,,immature,,,,False,False,37,35
681,Northern Flicker (Red-shafted),Northern Flicker,Northern Flicker,Woodpeckers,Red-shafted,red-shafted form,,,,,red-shafted,False,False,60,59
696,Common Eider (Immature/Eclipse male),Common Eider,Common Eider,"Ducks, Geese, and Swans",Immature/Eclipse male,immature or eclipse male,male,immature,eclipse,,,False,True,23,22
697,Long-tailed Duck (Female/juvenile),Long-tailed Duck,Long-tailed Duck,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,21,23
698,Ruddy Duck (Female/juvenile),Ruddy Duck,Ruddy Duck,"Ducks, Geese, and Swans",Female/juvenile,female or juvenile,female,juvenile,,,,True,False,36,40
699,Swainson's Hawk (Immature),Swainson's Hawk,Swainson's Hawk,"Hawks, Kites, Eagles, and Allies",Immature,immature,,immature,,,,False,False,20,24
700,Red-tailed Hawk (Light morph immature),Red-tailed Hawk,Red-tailed Hawk,"Hawks, Kites, Eagles, and Allies",Light morph immature,light morph immature,,immature,,light,,False,False,60,60
746,Dark-eyed Junco (Slate-colored),Dark-eyed Junco,Dark-eyed Junco,Perching Birds,Slate-colored,slate-colored form,,,,,slate-colored,False,False,60,60
747,Yellow-rumped Warbler (Breeding Myrtle),Yellow-rumped Warbler,Yellow-rumped Warbler,Perching Birds,Breeding Myrtle,breeding Myrtle form,,,breeding,,myrtle,False,False,57,59
748,European Starling (Breeding Adult),European Starling,European Starling,Perching Birds,Breeding Adult,breeding adult,,adult,breeding,,,False,False,57,59
749,Fox Sparrow (Red),Fox Sparrow,Fox Sparrow,Perching Birds,Red,red form,,,,,red,False,False,51,60
750,Summer Tanager (Adult Male),Summer Tanager,Summer Tanager,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,41,50
751,Orchard Oriole (Adult Male),Orchard Oriole,Orchard Oriole,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,46,42
752,Purple Martin (Adult male),Purple Martin,Purple Martin,Perching Birds,Adult male,adult male,male,adult,,,,False,True,35,35
753,American Robin (Adult),American Robin,American Robin,Perching Birds,Adult,adult,,adult,,,,False,False,60,59
754,Phainopepla (Female/juvenile),Phainopepla,Phainopepla,Perching Birds,Female/juvenile,female or juvenile,female,juvenile,,,,True,False,17,18
755,Snow Bunting (Breeding adult),Snow Bunting,Snow Bunting,Perching Birds,Breeding adult,breeding adult,,adult,breeding,,,False,False,12,12
756,Common Yellowthroat (Adult Male),Common Yellowthroat,Common Yellowthroat,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,60
757,American Redstart (Adult Male),American Redstart,American Redstart,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,43,60
758,Magnolia Warbler (Breeding male),Magnolia Warbler,Magnolia Warbler,Perching Birds,Breeding male,breeding male,male,,breeding,,,False,True,39,60
759,Bay-breasted Warbler (Breeding male),Bay-breasted Warbler,Bay-breasted Warbler,Perching Birds,Breeding male,breeding male,male,,breeding,,,False,True,15,33
760,Chestnut-sided Warbler (Breeding male),Chestnut-sided Warbler,Chestnut-sided Warbler,Perching Birds,Breeding male,breeding male,male,,breeding,,,False,True,56,60
761,Blackpoll Warbler (Breeding male),Blackpoll Warbler,Blackpoll Warbler,Perching Birds,Breeding male,breeding male,male,,breeding,,,False,True,47,43
762,Black-throated Blue Warbler (Adult Male),Black-throated Blue Warbler,Black-throated Blue Warbler,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,59
763,Lark Bunting (Breeding male),Lark Bunting,Lark Bunting,Perching Birds,Breeding male,breeding male,male,,breeding,,,False,True,11,19
764,White-throated Sparrow (White-striped),White-throated Sparrow,White-throated Sparrow,Perching Birds,White-striped,white-striped form,,,,,white-striped,False,False,60,59
765,Harris's Sparrow (Adult),Harris's Sparrow,Harris's Sparrow,Perching Birds,Adult,adult,,adult,,,,False,False,37,27
766,White-crowned Sparrow (Adult),White-crowned Sparrow,White-crowned Sparrow,Perching Birds,Adult,adult,,adult,,,,False,False,60,60
767,Golden-crowned Sparrow (Adult),Golden-crowned Sparrow,Golden-crowned Sparrow,Perching Birds,Adult,adult,,adult,,,,False,False,46,42
768,Dark-eyed Junco (Oregon),Dark-eyed Junco,Dark-eyed Junco,Perching Birds,Oregon,Oregon form,,,,,oregon,False,False,49,49
769,Chipping Sparrow (Breeding),Chipping Sparrow,Chipping Sparrow,Perching Birds,Breeding,breeding,,,breeding,,,False,False,60,60
770,Scarlet Tanager (Breeding Male),Scarlet Tanager,Scarlet Tanager,Perching Birds,Breeding Male,breeding male,male,,breeding,,,False,True,48,49
771,Western Tanager (Breeding Male),Western Tanager,Western Tanager,Perching Birds,Breeding Male,breeding male,male,,breeding,,,False,True,41,53
772,Northern Cardinal (Adult Male),Northern Cardinal,Northern Cardinal,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,60
773,Rose-breasted Grosbeak (Adult Male),Rose-breasted Grosbeak,Rose-breasted Grosbeak,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,60
774,Black-headed Grosbeak (Adult Male),Black-headed Grosbeak,Black-headed Grosbeak,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,51,58
775,Blue Grosbeak (Adult Male),Blue Grosbeak,Blue Grosbeak,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,53,58
776,Lazuli Bunting (Adult Male),Lazuli Bunting,Lazuli Bunting,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,56,46
777,Indigo Bunting (Adult Male),Indigo Bunting,Indigo Bunting,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,60
778,Painted Bunting (Adult Male),Painted Bunting,Painted Bunting,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,59
779,Bobolink (Breeding male),Bobolink,Bobolink,Perching Birds,Breeding male,breeding male,male,,breeding,,,False,True,60,55
780,Red-winged Blackbird (Male),Red-winged Blackbird,Red-winged Blackbird,Perching Birds,Male,male,male,,,,,False,True,60,59
781,Yellow-headed Blackbird (Adult Male),Yellow-headed Blackbird,Yellow-headed Blackbird,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,42,49
782,Brewer's Blackbird (Female/Juvenile),Brewer's Blackbird,Brewer's Blackbird,Perching Birds,Female/Juvenile,female or juvenile,female,juvenile,,,,True,False,35,31
783,Brown-headed Cowbird (Male),Brown-headed Cowbird,Brown-headed Cowbird,Perching Birds,Male,male,male,,,,,False,True,60,60
784,Hooded Oriole (Adult male),Hooded Oriole,Hooded Oriole,Perching Birds,Adult male,adult male,male,adult,,,,False,True,50,43
785,Bullock's Oriole (Adult male),Bullock's Oriole,Bullock's Oriole,Perching Birds,Adult male,adult male,male,adult,,,,False,True,47,51
786,Baltimore Oriole (Adult male),Baltimore Oriole,Baltimore Oriole,Perching Birds,Adult male,adult male,male,adult,,,,False,True,50,59
787,Pine Grosbeak (Adult Male),Pine Grosbeak,Pine Grosbeak,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,24,33
788,Purple Finch (Adult Male),Purple Finch,Purple Finch,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,51,52
789,Cassin's Finch (Adult Male),Cassin's Finch,Cassin's Finch,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,42,38
790,House Finch (Adult Male),House Finch,House Finch,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,60
791,Red Crossbill (Adult Male),Red Crossbill,Red Crossbill,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,40,25
792,White-winged Crossbill (Adult Male),White-winged Crossbill,White-winged Crossbill,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,33,20
793,Lesser Goldfinch (Adult Male),Lesser Goldfinch,Lesser Goldfinch,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,60,59
794,American Goldfinch (Breeding Male),American Goldfinch,American Goldfinch,Perching Birds,Breeding Male,breeding male,male,,breeding,,,False,True,60,60
795,Evening Grosbeak (Adult Male),Evening Grosbeak,Evening Grosbeak,Perching Birds,Adult Male,adult male,male,adult,,,,False,True,47,60
796,House Sparrow (Male),House Sparrow,House Sparrow,Perching Birds,Male,male,male,,,,,False,True,60,59
797,Vermilion Flycatcher (Adult male),Vermilion Flycatcher,Vermilion Flycatcher,Perching Birds,Adult male,adult male,male,adult,,,,False,True,60,53
798,Yellow-rumped Warbler (Winter/juvenile Myrtle),Yellow-rumped Warbler,Yellow-rumped Warbler,Perching Birds,Winter/juvenile Myrtle,winter or juvenile Myrtle form,,juvenile,nonbreeding,,myrtle,False,False,60,53
799,Northwestern Crow,Northwestern Crow,Northwestern Crow,Perching Birds,,,,,,,,False,False,17,19
800,Fish Crow,Fish Crow,Fish Crow,Perching Birds,,,,,,,,False,False,31,30
801,Chihuahuan Raven,Chihuahuan Raven,Chihuahuan Raven,Perching Birds,,,,,,,,False,False,22,27
802,Common Raven,Common Raven,Common Raven,Perching Birds,,,,,,,,False,False,59,57
803,Horned Lark,Horned Lark,Horned Lark,Perching Birds,,,,,,,,False,False,53,60
804,Tree Swallow,Tree Swallow,Tree Swallow,Perching Birds,,,,,,,,False,False,60,56
805,Violet-green Swallow,Violet-green Swallow,Violet-green Swallow,Perching Birds,,,,,,,,False,False,38,37
806,Northern Rough-winged Swallow,Northern Rough-winged Swallow,Northern Rough-winged Swallow,Perching Birds,,,,,,,,False,False,35,42
807,Bank Swallow,Bank Swallow,Bank Swallow,Perching Birds,,,,,,,,False,False,8,27
808,Cliff Swallow,Cliff Swallow,Cliff Swallow,Perching Birds,,,,,,,,False,False,44,30
809,Cave Swallow,Cave Swallow,Cave Swallow,Perching Birds,,,,,,,,False,False,28,34
810,Barn Swallow,Barn Swallow,Barn Swallow,Perching Birds,,,,,,,,False,False,49,57
811,Carolina Chickadee,Carolina Chickadee,Carolina Chickadee,Perching Birds,,,,,,,,False,False,60,58
812,Black-capped Chickadee,Black-capped Chickadee,Black-capped Chickadee,Perching Birds,,,,,,,,False,False,36,60
813,Mountain Chickadee,Mountain Chickadee,Mountain Chickadee,Perching Birds,,,,,,,,False,False,56,53
814,Chestnut-backed Chickadee,Chestnut-backed Chickadee,Chestnut-backed Chickadee,Perching Birds,,,,,,,,False,False,60,54
815,Boreal Chickadee,Boreal Chickadee,Boreal Chickadee,Perching Birds,,,,,,,,False,False,6,42
816,Bridled Titmouse,Bridled Titmouse,Bridled Titmouse,Perching Birds,,,,,,,,False,False,28,31
817,Oak Titmouse,Oak Titmouse,Oak Titmouse,Perching Birds,,,,,,,,False,False,45,37
818,Juniper Titmouse,Juniper Titmouse,Juniper Titmouse,Perching Birds,,,,,,,,False,False,22,25
819,Tufted Titmouse,Tufted Titmouse,Tufted Titmouse,Perching Birds,,,,,,,,False,False,60,60
820,Black-crested Titmouse,Black-crested Titmouse,Black-crested Titmouse,Perching Birds,,,,,,,,False,False,37,33
821,Verdin,Verdin,Verdin,Perching Birds,,,,,,,,False,False,51,32
822,Bushtit,Bushtit,Bushtit,Perching Birds,,,,,,,,False,False,60,60
823,Red-breasted Nuthatch,Red-breasted Nuthatch,Red-breasted Nuthatch,Perching Birds,,,,,,,,False,False,60,60
824,White-breasted Nuthatch,White-breasted Nuthatch,White-breasted Nuthatch,Perching Birds,,,,,,,,False,False,60,60
825,Pygmy Nuthatch,Pygmy Nuthatch,Pygmy Nuthatch,Perching Birds,,,,,,,,False,False,42,38
826,Brown-headed Nuthatch,Brown-headed Nuthatch,Brown-headed Nuthatch,Perching Birds,,,,,,,,False,False,34,38
827,Brown Creeper,Brown Creeper,Brown Creeper,Perching Birds,,,,,,,,False,False,59,58
828,Cactus Wren,Cactus Wren,Cactus Wren,Perching Birds,,,,,,,,False,False,43,43
829,Canyon Wren,Canyon Wren,Canyon Wren,Perching Birds,,,,,,,,False,False,38,26
830,Carolina Wren,Carolina Wren,Carolina Wren,Perching Birds,,,,,,,,False,False,60,60
831,Bewick's Wren,Bewick's Wren,Bewick's Wren,Perching Birds,,,,,,,,False,False,60,58
832,House Wren,House Wren,House Wren,Perching Birds,,,,,,,,False,False,60,54
833,Pacific Wren,Pacific Wren,Pacific Wren,Perching Birds,,,,,,,,False,False,16,21
834,Winter Wren,Winter Wren,Winter Wren,Perching Birds,,,,,,,,False,False,50,54
835,Marsh Wren,Marsh Wren,Marsh Wren,Perching Birds,,,,,,,,False,False,60,60
836,Blue-gray Gnatcatcher,Blue-gray Gnatcatcher,Blue-gray Gnatcatcher,Perching Birds,,,,,,,,False,False,60,60
837,Black-tailed Gnatcatcher,Black-tailed Gnatcatcher,Black-tailed Gnatcatcher,Perching Birds,,,,,,,,False,False,32,22
838,American Dipper,American Dipper,American Dipper,Perching Birds,,,,,,,,False,False,51,31
839,Golden-crowned Kinglet,Golden-crowned Kinglet,Golden-crowned Kinglet,Perching Birds,,,,,,,,False,False,23,51
840,Ruby-crowned Kinglet,Ruby-crowned Kinglet,Ruby-crowned Kinglet,Perching Birds,,,,,,,,False,False,60,60
841,Wrentit,Wrentit,Wrentit,Perching Birds,,,,,,,,False,False,27,37
842,Eastern Bluebird,Eastern Bluebird,Eastern Bluebird,Perching Birds,,,,,,,,False,False,60,60
843,Western Bluebird,Western Bluebird,Western Bluebird,Perching Birds,,,,,,,,False,False,47,59
844,Mountain Bluebird,Mountain Bluebird,Mountain Bluebird,Perching Birds,,,,,,,,False,False,52,49
845,Townsend's Solitaire,Townsend's Solitaire,Townsend's Solitaire,Perching Birds,,,,,,,,False,False,52,37
846,Veery,Veery,Veery,Perching Birds,,,,,,,,False,False,46,41
847,Swainson's Thrush,Swainson's Thrush,Swainson's Thrush,Perching Birds,,,,,,,,False,False,49,58
848,Hermit Thrush,Hermit Thrush,Hermit Thrush,Perching Birds,,,,,,,,False,False,60,60
849,Wood Thrush,Wood Thrush,Wood Thrush,Perching Birds,,,,,,,,False,False,47,46
850,Varied Thrush,Varied Thrush,Varied Thrush,Perching Birds,,,,,,,,False,False,60,56
851,Gray Catbird,Gray Catbird,Gray Catbird,Perching Birds,,,,,,,,False,False,60,60
852,Northern Mockingbird,Northern Mockingbird,Northern Mockingbird,Perching Birds,,,,,,,,False,False,60,60
853,Brown Thrasher,Brown Thrasher,Brown Thrasher,Perching Birds,,,,,,,,False,False,54,57
854,Curve-billed Thrasher,Curve-billed Thrasher,Curve-billed Thrasher,Perching Birds,,,,,,,,False,False,32,46
855,California Thrasher,California Thrasher,California Thrasher,Perching Birds,,,,,,,,False,False,43,32
856,European Starling (Nonbreeding Adult),European Starling,European Starling,Perching Birds,Nonbreeding Adult,nonbreeding adult,,adult,nonbreeding,,,False,False,60,60
857,American Pipit,American Pipit,American Pipit,Perching Birds,,,,,,,,False,False,60,58
858,Bohemian Waxwing,Bohemian Waxwing,Bohemian Waxwing,Perching Birds,,,,,,,,False,False,19,60
859,Cedar Waxwing,Cedar Waxwing,Cedar Waxwing,Perching Birds,,,,,,,,False,False,43,54
860,Ovenbird,Ovenbird,Ovenbird,Perching Birds,,,,,,,,False,False,43,60
