species_class_id,common_name,gbif_scientific,tol_kingdom,tol_phylum,tol_class,tol_order,tol_family,tol_genus,tol_epithet,tol_common,tol_match,tol_scientific
388,Golden-crowned Kinglet,Regulus satrapa,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,satrapa,Golden-crowned Kinglet,common_name,Regulus satrapa
737,Golden-crowned Sparrow,Zonotrichia atricapilla,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,atricapilla,Golden-crowned Sparrow,common_name,Zonotrichia atricapilla
79,Golden-fronted Woodpecker,Melanerpes aurifrons,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,aurifrons,Golden-fronted Woodpecker,common_name,Melanerpes aurifrons
275,Gray Catbird,Dumetella carolinensis,Animalia,Chordata,Aves,Passeriformes,Mimidae,Dumetella,carolinensis,Gray Catbird,common_name,Dumetella carolinensis
257,Gray Jay,Perisoreus canadensis,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Gray Jay,common_name,Perisoreus canadensis
255,Gray-crowned Rosy-Finch,Leucosticte tephrocotis,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,Gray-crowned Rosy-Finch,common_name,Leucosticte tephrocotis
244,Great Black-backed Gull,Larus marinus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Great Black-backed Gull,common_name,Larus marinus
58,Great Blue Heron,Ardea herodias,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,herodias,Great Blue Heron,common_name,Ardea herodias
170,Great Cormorant,Phalacrocorax carbo,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,carbo,Great Cormorant,common_name,Phalacrocorax carbo
684,Great Crested Flycatcher,Myiarchus crinitus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus,crinitus,Great Crested Flycatcher,common_name,Myiarchus crinitus
71,Great Egret,Ardea alba,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Great Egret,common_name,Ardea alba
111,Great Horned Owl,Bubo virginianus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,Great Horned Owl,common_name,Bubo virginianus
578,Great-tailed Grackle,Quiscalus mexicanus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,mexicanus,Great-tailed Grackle,common_name,Quiscalus mexicanus
197,Greater Roadrunner,Geococcyx californianus,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Geococcyx,californianus,Greater Roadrunner,common_name,Geococcyx californianus
168,Greater Scaup,Aythya marila,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,marila,Greater Scaup,common_name,Aythya marila
27,Greater White-fronted Goose,Anser albifrons,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,albifrons,Greater White-fronted Goose,common_name,Anser albifrons
65,Greater Yellowlegs,Tringa melanoleuca,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,melanoleuca,Greater Yellowlegs,common_name,Tringa melanoleuca
160,Green Heron,Butorides virescens,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Butorides,virescens,Green Heron,common_name,Butorides virescens
252,Green-tailed Towhee,Pipilo chlorurus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,chlorurus,Green-tailed Towhee,common_name,Pipilo chlorurus
147,Green-winged Teal,Anas carolinensis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,carolinensis,Green-winged Teal,common_name,Anas carolinensis
206,Hairy Woodpecker,Leuconotopicus villosus,Animalia,Chordata,Aves,Piciformes,Picidae,Leuconotopicus,villosus,hairy woodpecker,common_name,Leuconotopicus villosus
181,Harlequin Duck,Histrionicus histrionicus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Histrionicus,histrionicus,Harlequin Duck,common_name,Histrionicus histrionicus
166,Harris's Hawk,Parabuteo unicinctus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Parabuteo,unicinctus,Harris' Hawk,binomial,Parabuteo unicinctus
722,Harris's Sparrow,Zonotrichia querula,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Zonotrichia,querula,Harris' Sparrow,binomial,Zonotrichia querula
232,Heermann's Gull,Larus heermanni,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,heermanni,Heermann's Gull,common_name,Larus heermanni
588,Hermit Thrush,Catharus guttatus,Animalia,Chordata,Aves,Passeriformes,Turdidae,Catharus,guttatus,Hermit Thrush,common_name,Catharus guttatus
724,Hermit Warbler,Setophaga occidentalis,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,occidentalis,Hermit Warbler,common_name,Setophaga occidentalis
242,Herring Gull,Larus argentatus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,argentatus,Herring Gull,common_name,Larus argentatus
685,Hoary Redpoll,Acanthis hornemanni,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,hornemanni,hoary redpoll,common_name,Carduelis hornemanni
225,Hooded Merganser,Lophodytes cucullatus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Lophodytes,cucullatus,Hooded Merganser,common_name,Lophodytes cucullatus
719,Hooded Oriole,Icterus cucullatus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,cucullatus,Hooded Oriole,common_name,Icterus cucullatus
405,Hooded Warbler,Setophaga citrina,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,citrina,Hooded Warbler,common_name,Setophaga citrina
84,Horned Grebe,Podiceps auritus,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,auritus,Horned Grebe,common_name,Podiceps auritus
432,Horned Lark,Eremophila alpestris,Animalia,Chordata,Aves,Passeriformes,Alaudidae,Eremophila,alpestris,California horned lark,binomial,Eremophila alpestris
419,House Finch,Haemorhous mexicanus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,mexicanus,House Finch,common_name,Haemorhous mexicanus
445,House Sparrow,Passer domesticus,Animalia,Chordata,Aves,Passeriformes,Passeridae,Passer,domesticus,House Sparrow,common_name,Passer domesticus
572,House Wren,Troglodytes aedon,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,aedon,St Lucia House Wren,binomial,Troglodytes aedon
689,Hutton's Vireo,Vireo huttoni,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,huttoni,Hutton's Vireo,common_name,Vireo huttoni
196,Inca Dove,Columbina inca,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columbina,inca,Inca Dove,common_name,Columbina inca
706,Indigo Bunting,Passerina cyanea,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,cyanea,Indigo Bunting,common_name,Passerina cyanea
692,Juniper Titmouse,Baeolophus ridgwayi,Animalia,Chordata,Aves,Passeriformes,Paridae,Parus,ridgwayi,juniper titmouse,common_name,Parus ridgwayi
30,Killdeer,Charadrius vociferus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,vociferus,Killdeer,common_name,Charadrius vociferus
164,Ladder-backed Woodpecker,Dryobates scalaris,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,scalaris,ladder-backed woodpecker,common_name,Picoides scalaris
576,Lark Bunting,Calamospiza melanocorys,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Calamospiza,melanocorys,Lark Bunting,common_name,Calamospiza melanocorys
567,Lark Sparrow,Chondestes grammacus,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Chondestes,grammacus,Lark Sparrow,common_name,Chondestes grammacus
218,Laughing Gull,Leucophaeus atricilla,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,atricilla,laughing gull,common_name,Larus atricilla
687,Lazuli Bunting,Passerina amoena,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,amoena,Lazuli Bunting,common_name,Passerina amoena
281,Least Flycatcher,Empidonax minimus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,minimus,Least Flycatcher,common_name,Empidonax minimus
126,Least Sandpiper,Calidris minutilla,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,minutilla,Least Sandpiper,common_name,Calidris minutilla
715,Lesser Goldfinch,Spinus psaltria,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,psaltria,lesser goldfinch,common_name,Carduelis psaltria
174,Lesser Scaup,Aythya affinis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,affinis,Lesser Scaup,common_name,Aythya affinis
78,Lesser Yellowlegs,Tringa flavipes,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Tringa,flavipes,Lesser Yellowlegs,common_name,Tringa flavipes
694,Lincoln's Sparrow,Melospiza lincolnii,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Melospiza,lincolnii,Lincoln's Sparrow,common_name,Melospiza lincolnii
99,Little Blue Heron,Egretta caerulea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,caerulea,Little Blue Heron,common_name,Egretta caerulea
383,Loggerhead Shrike,Lanius ludovicianus,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,ludovicianus,San Clemente Loggerhead Shrike,binomial,Lanius ludovicianus
86,Long-billed Curlew,Numenius americanus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,americanus,Long-billed Curlew,common_name,Numenius americanus
203,Long-tailed Duck,Clangula hyemalis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Clangula,hyemalis,Long-tailed Duck,common_name,Clangula hyemalis
253,Louisiana Waterthrush,Parkesia motacilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,motacilla,Louisiana Waterthrush,common_name,Parkesia motacilla
305,MacGillivray's Warbler,Geothlypis tolmiei,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,tolmiei,MacGillivray's Warbler,common_name,Geothlypis tolmiei
430,Magnolia Warbler,Setophaga magnolia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,magnolia,Magnolia Warbler,common_name,Setophaga magnolia
102,Mallard,Anas platyrhynchos,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Mallard,common_name,Anas platyrhynchos
91,Marbled Godwit,Limosa fedoa,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,fedoa,Marbled Godwit,common_name,Limosa fedoa
731,Marsh Wren,Cistothorus palustris,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cistothorus,palustris,Marsh Wren,common_name,Cistothorus palustris
136,Merlin,Falco columbarius,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,columbarius,Merlin,common_name,Falco columbarius
237,Mew Gull,Larus canus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Common Gull,binomial,Larus canus
415,Mexican Jay,Aphelocoma wollweberi,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,wollweberi,Mexican Jay,common_name,Aphelocoma wollweberi
93,Mississippi Kite,Ictinia mississippiensis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Ictinia,mississippiensis,Mississippi Kite,common_name,Ictinia mississippiensis
138,Monk Parakeet,Myiopsitta monachus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Myiopsitta,monachus,Monk Parakeet,common_name,Myiopsitta monachus
109,Mottled Duck,Anas fulvigula,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,fulvigula,Mottled Duck,common_name,Anas fulvigula
304,Mountain Bluebird,Sialia currucoides,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,currucoides,Mountain Bluebird,common_name,Sialia currucoides
303,Mountain Chickadee,Poecile gambeli,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile,gambeli,Mountain Chickadee,common_name,Poecile gambeli
171,Mourning Dove,Zenaida macroura,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,macroura,Mourning Dove,common_name,Zenaida macroura
308,Mourning Warbler,Geothlypis philadelphia,Animalia,Chordata,Aves,Passeriformes,Parulidae,Geothlypis,philadelphia,Mourning Warbler,common_name,Geothlypis philadelphia
60,Mute Swan,Cygnus olor,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,olor,Mute Swan,common_name,Cygnus olor
293,Nashville Warbler,Leiothlypis ruficapilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Oreothlypis,ruficapilla,nashville warbler,common_name,Oreothlypis ruficapilla
104,Neotropic Cormorant,Phalacrocorax brasilianus,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,brasilianus,neotropic cormorant,common_name,Phalacrocorax brasilianus
131,Northern Bobwhite,Colinus virginianus,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus,virginianus,Masked Bobwhite,binomial,Colinus virginianus
310,Northern Cardinal,Cardinalis cardinalis,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Northern Cardinal,common_name,Cardinalis cardinalis
216,Northern Flicker,Colaptes auratus,Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes,auratus,Northern Flicker,common_name,Colaptes auratus
44,Northern Gannet,Morus bassanus,Animalia,Chordata,Aves,Suliformes,Sulidae,Morus,bassanus,Northern Gannet,common_name,Morus bassanus
120,Northern Harrier,Circus cyaneus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Circus,hudsonius,Northern Harrier,common_name,Circus hudsonius
389,Northern Mockingbird,Mimus polyglottos,Animalia,Chordata,Aves,Passeriformes,Mimidae,Mimus,polyglottos,Northern Mockingbird,common_name,Mimus polyglottos
423,Northern Parula,Setophaga americana,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,americana,Northern Parula,common_name,Setophaga americana
130,Northern Pintail,Anas acuta,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,acuta,Northern Pintail,common_name,Anas acuta
163,Northern Pygmy-Owl,Glaucidium gnoma,Animalia,Chordata,Aves,Strigiformes,Strigidae,Glaucidium,gnoma,Mountain Pygmy Owl,binomial,Glaucidium gnoma
421,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,Northern Rough-winged Swallow,common_name,Stelgidopteryx serripennis
226,Northern Saw-whet Owl,Aegolius acadicus,Animalia,Chordata,Aves,Strigiformes,Strigidae,Aegolius,acadicus,Northern Saw-whet Owl,common_name,Aegolius acadicus
128,Northern Shoveler,Spatula clypeata,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,clypeata,northern shoveler,common_name,Anas clypeata
682,Northern Shrike,Lanius borealis,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,borealis,Northern Shrike,common_name,Lanius borealis
260,Northern Waterthrush,Parkesia noveboracensis,Animalia,Chordata,Aves,Passeriformes,Parulidae,Parkesia,noveboracensis,Northern Waterthrush,common_name,Parkesia noveboracensis
695,Northwestern Crow,Corvus caurinus,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,caurinus,Northwestern Crow,common_name,Corvus caurinus
177,Nuttall's Woodpecker,Dryobates nuttallii,Animalia,Chordata,Aves,Piciformes,Picidae,Picoides,nuttallii,nuttall's woodpecker,common_name,Picoides nuttallii
587,Oak Titmouse,Baeolophus inornatus,Animalia,Chordata,Aves,Passeriformes,Paridae,Baeolophus,inornatus,Oak Titmouse,common_name,Baeolophus inornatus
289,Orange-crowned Warbler,Leiothlypis celata,Animalia,Chordata,Aves,Passeriformes,Parulidae,Oreothlypis,celata,orange-crowned warbler,common_name,Oreothlypis celata
704,Orchard Oriole,Icterus spurius,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,spurius,Ochre Oriole,binomial,Icterus spurius
53,Osprey,Pandion haliaetus,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Osprey,common_name,Pandion haliaetus
251,Ovenbird,Seiurus aurocapilla,Animalia,Chordata,Aves,Passeriformes,Parulidae,Seiurus,aurocapilla,Ovenbird,common_name,Seiurus aurocapilla
132,Pacific Loon,Gavia pacifica,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,pacifica,Pacific Diver,binomial,Gavia pacifica
593,Pacific Wren,Troglodytes pacificus,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Troglodytes,pacificus,Pacific Wren,common_name,Troglodytes pacificus
300,Pacific-slope Flycatcher,Empidonax difficilis,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Empidonax,difficilis,Pacific-slope Flycatcher,common_name,Empidonax difficilis
723,Painted Bunting,Passerina ciris,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Passerina,ciris,Painted Bunting,common_name,Passerina ciris
598,Palm Warbler,Setophaga palmarum,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,palmarum,Palm Warbler,common_name,Setophaga palmarum
195,Pelagic Cormorant,Phalacrocorax pelagicus,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,pelagicus,pelagic cormorant,common_name,Phalacrocorax pelagicus
176,Peregrine Falcon,Falco peregrinus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,peregrinus,Eurasian Peregrine Falcon,binomial,Falco peregrinus
441,Phainopepla,Phainopepla nitens,Animalia,Chordata,Aves,Passeriformes,Ptiliogonatidae,Phainopepla,nitens,Phainopepla,common_name,Phainopepla nitens
49,Pied-billed Grebe,Podilymbus podiceps,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Pied-billed Grebe,common_name,Podilymbus podiceps
190,Pigeon Guillemot,Cepphus columba,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,columba,Pigeon Guillemot,common_name,Cepphus columba
230,Pileated Woodpecker,Dryocopus pileatus,Animalia,Chordata,Aves,Piciformes,Picidae,Dryocopus,pileatus,Pileated Woodpecker,common_name,Dryocopus pileatus
294,Pine Grosbeak,Pinicola enucleator,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,enucleator,Pine Grosbeak,common_name,Pinicola enucleator
703,Pine Siskin,Spinus pinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,pinus,pine siskin,common_name,Carduelis pinus
688,Pine Warbler,Setophaga pinus,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,pinus,Pine Warbler,common_name,Setophaga pinus
414,Plumbeous Vireo,Vireo plumbeus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,plumbeus,Plumbeous Vireo,common_name,Vireo plumbeus
211,Prairie Falcon,Falco mexicanus,Animalia,Chordata,Aves,Falconiformes,Falconidae,Falco,mexicanus,Prairie Falcon,common_name,Falco mexicanus
709,Prairie Warbler,Setophaga discolor,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,discolor,Prairie Warbler,common_name,Setophaga discolor
276,Prothonotary Warbler,Protonotaria citrea,Animalia,Chordata,Aves,Passeriformes,Parulidae,Protonotaria,citrea,Prothonotary Warbler,common_name,Protonotaria citrea
311,Purple Finch,Haemorhous purpureus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,purpureus,Purple Finch,common_name,Haemorhous purpureus
61,Purple Gallinule,Porphyrio martinica,Animalia,Chordata,Aves,Gruiformes,Rallidae,Porphyrio,martinica,Purple Gallinule,common_name,Porphyrio martinica
264,Purple Martin,Progne subis,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,subis,Purple Martin,common_name,Progne subis
579,Pygmy Nuthatch,Sitta pygmaea,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,pygmaea,Pygmy Nuthatch,common_name,Sitta pygmaea
411,Pyrrhuloxia,Cardinalis sinuatus,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,sinuatus,Pyrrhuloxia,common_name,Cardinalis sinuatus
444,Red Crossbill,Loxia curvirostra,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,curvirostra,Red Crossbill,common_name,Loxia curvirostra
95,Red-bellied Woodpecker,Melanerpes carolinus,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,carolinus,Red-bellied Woodpecker,common_name,Melanerpes carolinus
235,Red-breasted Merganser,Mergus serrator,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,serrator,Red-breasted Merganser,common_name,Mergus serrator
284,Red-breasted Nuthatch,Sitta canadensis,Animalia,Chordata,Aves,Passeriformes,Sittidae,Sitta,canadensis,Red-breasted Nuthatch,common_name,Sitta canadensis
150,Red-breasted Sapsucker,Sphyrapicus ruber,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,ruber,Red-breasted Sapsucker,common_name,Sphyrapicus ruber
733,Red-eyed Vireo,Vireo olivaceus,Animalia,Chordata,Aves,Passeriformes,Vireonidae,Vireo,olivaceus,Red-eyed Vireo,common_name,Vireo olivaceus
31,Red-headed Woodpecker,Melanerpes erythrocephalus,Animalia,Chordata,Aves,Piciformes,Picidae,Melanerpes,erythrocephalus,Red-headed Woodpecker,common_name,Melanerpes erythrocephalus
124,Red-naped Sapsucker,Sphyrapicus nuchalis,Animalia,Chordata,Aves,Piciformes,Picidae,Sphyrapicus,nuchalis,Red-naped Sapsucker,common_name,Sphyrapicus nuchalis
118,Red-necked Grebe,Podiceps grisegena,Animalia,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,grisegena,Red-necked Grebe,common_name,Podiceps grisegena
175,Red-shouldered Hawk,Buteo lineatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lineatus,Red-shouldered Hawk,common_name,Buteo lineatus
210,Red-tailed Hawk,Buteo jamaicensis,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Red-tailed Hawk,common_name,Buteo jamaicensis
74,Red-throated Loon,Gavia stellata,Animalia,Chordata,Aves,Gaviiformes,Gaviidae,Gavia,stellata,Red-throated Diver,binomial,Gavia stellata
268,Red-winged Blackbird,Agelaius phoeniceus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Red-winged Blackbird,common_name,Agelaius phoeniceus
127,Reddish Egret,Egretta rufescens,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,rufescens,Reddish Egret,common_name,Egretta rufescens
159,Redhead,Aythya americana,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,americana,Redhead,common_name,Aythya americana
240,Ring-billed Gull,Larus delawarensis,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Ring-billed Gull,common_name,Larus delawarensis
161,Ring-necked Duck,Aythya collaris,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,collaris,Ring-necked Duck,common_name,Aythya collaris
169,Ring-necked Pheasant,Phasianus colchicus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Phasianus,colchicus,Ring-necked Pheasant,common_name,Phasianus colchicus
45,Rock Pigeon,Columba livia,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,livia,Rock Pigeon,common_name,Columba livia
427,Rose-breasted Grosbeak,Pheucticus ludovicianus,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Pheucticus,ludovicianus,Rose-breasted Grosbeak,common_name,Pheucticus ludovicianus
233,Roseate Spoonbill,Platalea ajaja,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,ajaja,Roseate Spoonbill,common_name,Platalea ajaja
36,Ross's Goose,Anser rossii,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,rossii,Ross's Goose,common_name,Anser rossii
224,Rough-legged Hawk,Buteo lagopus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,lagopus,Rough-legged Hawk,common_name,Buteo lagopus
249,Royal Tern,Thalasseus maximus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,maxima,royal tern,common_name,Sterna maxima
595,Ruby-crowned Kinglet,Regulus calendula,Animalia,Chordata,Aves,Passeriformes,Regulidae,Regulus,calendula,ruby-crowned kinglet,common_name,Regulus calendula
107,Ruby-throated Hummingbird,Archilochus colubris,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Archilochus,colubris,Ruby-throated Hummingbird,common_name,Archilochus colubris
238,Ruddy Duck,Oxyura jamaicensis,Animalia,Chordata,Aves,Anseriformes,Anatidae,Oxyura,jamaicensis,Ruddy Duck,common_name,Oxyura jamaicensis
97,Ruddy Turnstone,Arenaria interpres,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Arenaria,interpres,Ruddy Turnstone,common_name,Arenaria interpres
193,Ruffed Grouse,Bonasa umbellus,Animalia,Chordata,Aves,Galliformes,Phasianidae,Bonasa,umbellus,Ruffed Grouse,common_name,Bonasa umbellus
213,Rufous Hummingbird,Selasphorus rufus,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Selasphorus,rufus,Rufous Hummingbird,common_name,Selasphorus rufus
273,Rufous-crowned Sparrow,Aimophila ruficeps,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Aimophila,ruficeps,Rufous-crowned Sparrow,common_name,Aimophila ruficeps
404,Rusty Blackbird,Euphagus carolinus,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,carolinus,Rusty Blackbird,common_name,Euphagus carolinus
114,Sanderling,Calidris alba,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alba,Sanderling,common_name,Calidris alba
204,Sandhill Crane,Grus canadensis,Animalia,Chordata,Aves,Gruiformes,Gruidae,Antigone,canadensis,Sandhill Crane,common_name,Antigone canadensis
583,Savannah Sparrow,Passerculus sandwichensis,Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,sandwichensis,Large-billed Sparrow,binomial,Passerculus sandwichensis
562,Say's Phoebe,Sayornis saya,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,saya,Say's Phoebe,common_name,Sayornis saya
43,Scaled Quail,Callipepla squamata,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Callipepla,squamata,Scaled Quail,common_name,Callipepla squamata
274,Scarlet Tanager,Piranga olivacea,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,olivacea,Scarlet Tanager,common_name,Piranga olivacea
741,Scissor-tailed Flycatcher,Tyrannus forficatus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Tyrannus,forficatus,Scissor-tailed Flycatcher,common_name,Tyrannus forficatus
26,Semipalmated Plover,Charadrius semipalmatus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,semipalmatus,Semipalmated Plover,common_name,Charadrius semipalmatus
117,Semipalmated Sandpiper,Calidris pusilla,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,pusilla,Semipalmated Sandpiper,common_name,Calidris pusilla
135,Sharp-shinned Hawk,Accipiter striatus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,striatus,Sharp-shinned Hawk,common_name,Accipiter striatus
146,Short-billed Dowitcher,Limnodromus griseus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limnodromus,griseus,Short-billed Dowitcher,common_name,Limnodromus griseus
442,Snow Bunting,Plectrophenax nivalis,Animalia,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax,nivalis,Snow Bunting,common_name,Plectrophenax nivalis
33,Snow Goose,Anser caerulescens,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,caerulescens,Snow Goose,common_name,Anser caerulescens
85,Snowy Egret,Egretta thula,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,thula,Snowy Egret,common_name,Egretta thula
